time,open,high,low,price,vwap,volume,currency,log_return
2023-08-20,1669.56,1693.40,1662.04,1685.35,1674.84,9066.73769329,Ethereum,0.009413138708406142
2023-08-21,1685.29,1686.98,1649.98,1667.07,1670.66,12084.91900675,Ethereum,-0.010905662879340706
2023-08-22,1667.07,1669.05,1580.71,1633.24,1637.96,17972.61253421,Ethereum,-0.020501822530100827
2023-08-23,1634.41,1698.48,1629.09,1679.1,1659.51,16258.25309759,Ethereum,0.027692163624673315
2023-08-24,1679.10,1682.74,1635.56,1660.45,1656.95,10114.51722392,Ethereum,-0.011169285614205127
2023-08-25,1660.46,1675.24,1635.29,1652.97,1651.29,13103.14780181,Ethereum,-0.004514980115212641
2023-08-26,1653.00,1654.73,1643.24,1646.31,1649.90,2865.87291623,Ethereum,-0.004037249973422997
2023-08-27,1646.34,1659.25,1645.64,1657.7,1652.29,4079.53994791,Ethereum,0.006894679568237745
2023-08-28,1657.69,1662.82,1621.07,1652.39,1645.30,8748.51330378,Ethereum,-0.0032083747299604466
2023-08-29,1652.34,1747.20,1639.14,1729.46,1704.15,23483.42079143,Ethereum,0.0455864963372085
2023-08-30,1729.35,1731.59,1696.06,1705.12,1711.53,14932.44584063,Ethereum,-0.014173731565422513
2023-08-31,1705.29,1723.38,1630.00,1645.79,1682.62,22746.64577162,Ethereum,-0.03541497739191966
2023-09-01,1645.79,1654.00,1600.10,1628.4,1633.35,21386.03397719,Ethereum,-0.010622574451902542
2023-09-02,1628.67,1644.50,1627.69,1636.89,1634.85,3243.67572133,Ethereum,0.005200162394143366
2023-09-03,1636.89,1646.97,1625.11,1635.79,1634.91,4577.32929070,Ethereum,-0.0006722319575540419
2023-09-04,1635.80,1643.37,1616.21,1629.17,1630.25,5476.96667281,Ethereum,-0.004055185406189197
2023-09-05,1629.17,1646.81,1608.13,1633.46,1631.17,16519.12438897,Ethereum,0.0026297817848675888
2023-09-06,1633.46,1668.43,1609.06,1632.29,1631.39,18376.35043156,Ethereum,-0.0007165276276860078
2023-09-07,1632.30,1669.36,1623.02,1647.55,1636.81,13857.45350771,Ethereum,0.009305399113391686
2023-09-08,1647.56,1656.91,1616.22,1636.2,1634.66,14380.28920250,Ethereum,-0.006912855850199426
2023-09-09,1636.20,1636.95,1629.73,1635.39,1634.31,2551.94652808,Ethereum,-0.0004951720824129487
2023-09-10,1635.38,1635.58,1600.66,1616.84,1618.94,5111.70426314,Ethereum,-0.011407680986198095
2023-09-11,1616.58,1618.33,1530.85,1551.51,1568.44,20764.37144828,Ethereum,-0.04124497676788022
2023-09-12,1551.51,1624.44,1549.53,1593.05,1590.96,14544.45452699,Ethereum,0.02642176749389323
2023-09-13,1593.07,1618.16,1582.00,1608.0,1601.63,12891.63350115,Ethereum,0.009340753001911962
2023-09-14,1607.97,1644.99,1607.95,1626.49,1627.64,15371.80172591,Ethereum,0.011433147984675266
2023-09-15,1626.49,1652.60,1612.23,1641.25,1625.27,12950.73919885,Ethereum,0.009033827893418972
2023-09-16,1641.42,1652.54,1631.92,1635.21,1641.59,3765.21459319,Ethereum,-0.0036869101664373885
2023-09-17,1635.22,1635.59,1613.27,1623.2,1624.46,4029.18553018,Ethereum,-0.00737172693896356
2023-09-18,1623.21,1669.01,1605.99,1637.34,1645.69,10585.47213100,Ethereum,0.008673464300212269
2023-09-19,1637.34,1660.36,1627.67,1643.49,1645.68,9764.34864155,Ethereum,0.003749055698344914
2023-09-20,1643.50,1649.28,1606.10,1622.72,1631.57,12023.70346104,Ethereum,-0.012718275903507898
2023-09-21,1622.72,1625.05,1568.39,1584.25,1598.66,16209.38049503,Ethereum,-0.02399264440302786
2023-09-22,1584.25,1601.89,1577.53,1593.07,1592.64,7884.62214844,Ethereum,0.005551862988321976
2023-09-23,1593.24,1598.00,1588.21,1593.43,1593.70,4552.97172390,Ethereum,0.0002259532411937034
2023-09-24,1593.43,1600.50,1571.33,1580.91,1590.14,5516.08879050,Ethereum,-0.007888294840220786
2023-09-25,1580.90,1596.17,1563.63,1588.32,1582.42,12814.47330865,Ethereum,0.004676223248490458
2023-09-26,1588.33,1598.03,1579.80,1593.37,1589.16,7171.54043917,Ethereum,0.003174416263496777
2023-09-27,1593.55,1633.79,1583.59,1597.61,1605.59,13267.01152296,Ethereum,0.0026574923661906646
2023-09-28,1597.75,1667.50,1597.09,1652.83,1634.59,20532.75146439,Ethereum,0.033980207746004125
2023-09-29,1652.84,1687.99,1648.73,1667.9,1668.31,16255.17323432,Ethereum,0.009076379866024241
2023-09-30,1667.90,1693.66,1666.47,1671.01,1677.59,4534.24505306,Ethereum,0.0018628839348142712
2023-10-01,1671.01,1756.00,1668.20,1733.57,1699.88,17740.99146375,Ethereum,0.036754632024478345
2023-10-02,1733.75,1743.62,1635.99,1663.05,1693.51,29538.90030126,Ethereum,-0.041529600155949795
2023-10-03,1662.71,1670.46,1644.00,1657.0,1657.94,15135.99809106,Ethereum,-0.0036445274599073824
2023-10-04,1656.99,1657.57,1585.85,1647.7,1637.95,14732.79488981,Ethereum,-0.005628362363177128
2023-10-05,1646.72,1654.52,1607.40,1611.4,1625.98,11547.44512166,Ethereum,-0.022277009720290113
2023-10-06,1612.41,1664.00,1612.11,1645.85,1637.86,16363.47537752,Ethereum,0.02115360172917701
2023-10-07,1645.97,1648.45,1631.32,1634.68,1641.06,3776.80845763,Ethereum,-0.00680990155074825
2023-10-08,1634.68,1641.69,1617.88,1633.64,1630.48,4887.79780404,Ethereum,-0.0006364126126583723
2023-10-09,1633.53,1635.99,1549.00,1580.09,1589.88,21387.45383579,Ethereum,-0.03332884648481163
2023-10-10,1579.90,1594.16,1550.97,1567.39,1575.67,14655.88312127,Ethereum,-0.008069991817986259
2023-10-11,1567.59,1578.05,1542.25,1566.56,1564.19,21845.98023727,Ethereum,-0.0005296830003068683
2023-10-12,1565.93,1567.67,1521.45,1539.37,1545.27,14457.95627081,Ethereum,-0.017508890807691434
2023-10-13,1539.37,1574.01,1537.20,1552.06,1546.08,14881.13697532,Ethereum,0.008209838991638147
2023-10-14,1552.16,1561.18,1545.61,1555.01,1551.76,3297.51434464,Ethereum,0.001898895671115984
2023-10-15,1555.07,1566.52,1550.00,1558.04,1557.87,4217.82251937,Ethereum,0.001946644581249678
2023-10-16,1558.03,1669.98,1555.65,1600.25,1596.20,29738.75506561,Ethereum,0.026731245980039342
